name,image_id,confidence,xmin,ymin,xmax,ymax
scallop,000431.xml,0.07254014,379,837,470,889
scallop,000431.xml,0.22924376,1867,1103,2026,1191
scallop,000431.xml,0.4397258,1649,1123,1782,1205
scallop,000110.xml,0.9512528,1548,1400,1933,1640
scallop,000110.xml,0.40184158,1556,1727,1978,1939
scallop,000110.xml,0.47171178,1796,1831,2263,2051
holothurian,000102.xml,0.21684518,956,1053,1221,1173
scallop,000102.xml,0.51933753,3364,1774,3838,2156
starfish,000102.xml,0.97012085,3254,1269,3838,1697
starfish,000102.xml,0.9794678,1029,799,1547,1071
starfish,000102.xml,0.1385098,1405,767,1843,954
echinus,000658.xml,0.9828941,3125,819,3342,1003
echinus,000658.xml,0.8574633,3663,129,3834,265
echinus,000658.xml,0.9385811,2227,1691,2488,1974
echinus,000658.xml,0.74359643,2908,42,3062,188
echinus,000658.xml,0.6583271,448,60,638,216
echinus,000658.xml,0.5142863,1715,18,1889,175
echinus,000658.xml,0.16133228,1905,4,2072,92
echinus,000658.xml,0.11630323,1471,1187,1575,1285
scallop,000658.xml,0.08190731,2570,166,2709,274
scallop,000658.xml,0.1955523,2387,292,2475,391
starfish,000658.xml,0.9951499,3295,1223,3568,1447
starfish,000658.xml,0.99533314,628,1062,835,1239
starfish,000658.xml,0.9887735,1630,945,1879,1189
starfish,000658.xml,0.9893757,1370,1010,1600,1207
holothurian,000088.xml,0.109525286,685,1411,1388,1624
holothurian,000088.xml,0.17464666,125,727,377,888
scallop,000088.xml,0.4379975,1527,1491,1824,1722
starfish,000088.xml,0.9639159,1811,1074,2235,1275
starfish,000088.xml,0.9161863,964,927,1390,1146
starfish,000088.xml,0.97061104,458,776,964,976
starfish,000088.xml,0.07891984,2162,1277,2506,1657
echinus,000570.xml,0.9747347,1956,1136,2127,1282
echinus,000570.xml,0.42907903,963,1943,1222,2117
echinus,000570.xml,0.37480417,2135,102,2266,248
echinus,000570.xml,0.076819174,583,266,710,392
echinus,000570.xml,0.19971046,1080,1960,1219,2122
echinus,000570.xml,0.18348125,983,1948,1121,2106
starfish,000570.xml,0.96996975,2652,1991,2807,2135
starfish,000570.xml,0.9182355,1103,446,1267,572
starfish,000570.xml,0.7939385,2574,765,2694,876
starfish,000570.xml,0.09624436,2234,228,2311,324
scallop,000402.xml,0.9782139,1768,1243,2074,1482
scallop,000402.xml,0.95254594,1940,246,2101,375
scallop,000402.xml,0.9774155,2522,246,2735,365
scallop,000402.xml,0.9808795,1710,721,1903,865
scallop,000402.xml,0.9484487,3121,986,3330,1129
scallop,000402.xml,0.9777479,3634,1260,3838,1516
scallop,000402.xml,0.5326595,2506,365,2689,492
scallop,000402.xml,0.8191371,583,492,732,554
scallop,000402.xml,0.5022508,1619,1763,1856,2005
scallop,000402.xml,0.37179497,87,741,203,814
scallop,000402.xml,0.23858374,2566,480,2724,576
scallop,000402.xml,0.9901985,1347,1284,1540,1444
scallop,000402.xml,0.8012942,2984,1235,3172,1371
scallop,000402.xml,0.24823546,1985,387,2118,508
scallop,000402.xml,0.052394796,2531,345,2704,579
scallop,000402.xml,0.82399017,780,434,913,538
scallop,000402.xml,0.07145263,2512,211,2708,523
scallop,000402.xml,0.55398756,239,1184,369,1298
scallop,000402.xml,0.07245257,1323,1300,1380,1351
scallop,000402.xml,0.22076838,2900,35,3026,141
scallop,000402.xml,0.05044767,1369,1432,1494,1526
scallop,000402.xml,0.08558108,2023,17,2165,108
scallop,000402.xml,0.097550616,2706,337,2763,401
scallop,000402.xml,0.050568707,2887,1961,3206,2158
scallop,000432.xml,0.9967237,2920,1672,3242,1959
scallop,000432.xml,0.9890323,1909,944,2077,1064
scallop,000432.xml,0.9854791,1906,1717,2260,1986
scallop,000432.xml,0.99276334,3020,722,3201,844
scallop,000432.xml,0.9799234,2571,929,2702,1010
scallop,000432.xml,0.801601,1196,829,1391,945
scallop,000432.xml,0.71891934,3190,298,3326,371
scallop,000432.xml,0.22274534,1747,1172,1876,1262
scallop,000432.xml,0.3469879,1672,1655,1870,1780
scallop,000432.xml,0.7607346,2245,1285,2506,1500
scallop,000432.xml,0.80347955,2374,792,2573,892
scallop,000432.xml,0.9777565,5,925,241,1051
scallop,000432.xml,0.056072887,2864,541,3018,654
scallop,000432.xml,0.35153726,3290,589,3519,694
scallop,000432.xml,0.7300739,2919,826,3147,1032
scallop,000432.xml,0.12883994,602,1340,829,1444
scallop,000432.xml,0.13373883,3646,1786,3838,1961
scallop,000432.xml,0.05206112,504,819,600,868
starfish,000432.xml,0.06341914,3189,298,3326,371
echinus,000713.xml,0.98856735,1588,1910,1902,2158
echinus,000713.xml,0.97725564,1865,364,2229,679
echinus,000713.xml,0.9693252,2877,1575,3081,1753
echinus,000713.xml,0.9753524,260,1669,435,1914
echinus,000713.xml,0.9827727,2729,1800,2997,2064
holothurian,000665.xml,0.101582244,1126,1339,1276,1441
echinus,000665.xml,0.08205983,725,1227,854,1316
echinus,000665.xml,0.0780518,2210,2104,2286,2157
echinus,000665.xml,0.14834803,1472,790,1565,874
echinus,000665.xml,0.0828339,2546,1314,2621,1370
holothurian,000484.xml,0.5433278,233,268,302,318
holothurian,000484.xml,0.13950394,357,376,440,405
echinus,000484.xml,0.8338558,0,143,42,213
echinus,000484.xml,0.96487916,278,102,315,134
echinus,000484.xml,0.9759336,206,341,286,405
echinus,000484.xml,0.95478636,256,172,296,209
echinus,000484.xml,0.88315976,78,36,114,66
echinus,000484.xml,0.897781,294,75,324,104
echinus,000484.xml,0.5604206,290,379,348,405
echinus,000484.xml,0.38914642,200,79,227,101
echinus,000484.xml,0.7400406,89,363,194,404
echinus,000484.xml,0.24407296,0,254,39,343
echinus,000484.xml,0.96366715,53,52,99,85
echinus,000484.xml,0.18090679,244,251,326,314
echinus,000484.xml,0.4084017,266,63,287,81
echinus,000484.xml,0.9471197,214,111,249,152
echinus,000484.xml,0.37172154,86,11,117,37
echinus,000484.xml,0.89845824,266,255,317,304
holothurian,000475.xml,0.91708964,227,295,361,340
scallop,000475.xml,0.07115515,8,360,23,370
scallop,000475.xml,0.17345403,432,359,456,381
starfish,000475.xml,0.5472025,296,204,335,231
starfish,000475.xml,0.98657274,375,202,436,248
starfish,000475.xml,0.88227814,554,238,603,275
echinus,000676.xml,0.9899706,3025,1941,3202,2103
echinus,000676.xml,0.96988934,3294,1108,3449,1229
echinus,000676.xml,0.98198307,3296,1005,3432,1109
echinus,000676.xml,0.75052255,2876,603,2976,695
echinus,000676.xml,0.7146892,2312,1861,2450,1985
echinus,000676.xml,0.8126503,3174,637,3295,734
echinus,000676.xml,0.70592666,3254,561,3370,656
echinus,000676.xml,0.69078416,1836,1349,1947,1448
echinus,000676.xml,0.36155236,2237,1292,2355,1406
echinus,000676.xml,0.44377127,2034,1184,2133,1282
echinus,000676.xml,0.50928086,2640,1764,2743,1885
echinus,000676.xml,0.28317666,3472,1798,3634,1902
echinus,000676.xml,0.09391948,1698,1508,1805,1605
echinus,000676.xml,0.07621016,3288,977,3436,1250
holothurian,000282.xml,0.99417406,2822,200,3393,602
scallop,000282.xml,0.9085652,2641,3,3011,188
scallop,000282.xml,0.12124877,2052,1843,2288,2093
scallop,000282.xml,0.99384356,1729,1505,2207,1903
scallop,000282.xml,0.24904825,1096,870,1288,1014
scallop,000282.xml,0.90672195,3154,1805,3714,2158
scallop,000282.xml,0.4602863,1057,1352,1407,1680
scallop,000282.xml,0.971218,190,989,384,1149
scallop,000282.xml,0.98808634,3264,1297,3671,1625
scallop,000282.xml,0.7933485,614,423,797,573
scallop,000282.xml,0.06411369,1033,1827,1289,2143
scallop,000282.xml,0.34897196,1148,164,1301,278
scallop,000282.xml,0.3639085,1833,861,1937,948
scallop,000282.xml,0.9126923,3527,1643,3838,2086
scallop,000282.xml,0.14437734,1322,277,1427,344
holothurian,000185.xml,0.9838786,1766,1463,2463,1830
echinus,000185.xml,0.9933288,800,1103,1322,1458
holothurian,000032.xml,0.31006664,1392,768,1506,907
echinus,000032.xml,0.85393655,1127,242,1213,323
echinus,000032.xml,0.6269353,386,953,463,1037
echinus,000032.xml,0.34186232,1223,334,1291,408
echinus,000032.xml,0.18447964,447,952,511,1032
echinus,000032.xml,0.07985708,999,7,1072,74
echinus,000032.xml,0.081050195,1358,999,1435,1063
echinus,000032.xml,0.2030669,1814,629,1910,727
scallop,000032.xml,0.55079675,1798,1292,1884,1382
scallop,000032.xml,0.9032096,1157,1330,1221,1405
scallop,000032.xml,0.2838133,1649,917,1726,984
scallop,000032.xml,0.9446219,1545,1093,1624,1185
scallop,000032.xml,0.10791242,1660,422,1743,498
scallop,000032.xml,0.7772067,1901,861,1988,955
scallop,000032.xml,0.05456859,1419,909,1503,968
scallop,000032.xml,0.11613752,1086,520,1160,614
scallop,000032.xml,0.2654845,1553,460,1637,542
scallop,000032.xml,0.565042,1590,773,1668,856
scallop,000032.xml,0.42759746,1238,1290,1308,1361
scallop,000032.xml,0.34095174,1711,965,1818,1068
scallop,000032.xml,0.15983905,1296,1362,1392,1453
starfish,000032.xml,0.9773661,1887,1281,2013,1412
starfish,000032.xml,0.59364665,1955,227,2047,338
starfish,000032.xml,0.41429174,1933,1120,1997,1223
starfish,000032.xml,0.08428502,1802,1277,2034,1441
starfish,000032.xml,0.93376774,1793,1348,1920,1480
holothurian,000052.xml,0.14335218,1125,771,1356,916
holothurian,000052.xml,0.92493755,1384,1150,1583,1251
holothurian,000052.xml,0.12653497,571,624,762,740
holothurian,000052.xml,0.2221303,1891,1127,2028,1234
holothurian,000052.xml,0.3753954,1193,739,1296,801
echinus,000052.xml,0.095615394,1266,1263,1461,1438
scallop,000052.xml,0.5707017,495,1271,576,1363
scallop,000052.xml,0.63854665,861,413,949,479
scallop,000052.xml,0.058905974,1314,1175,1377,1219
scallop,000052.xml,0.12463399,1185,1153,1256,1210
scallop,000052.xml,0.08901939,1689,854,1773,922
scallop,000052.xml,0.3638716,1093,864,1144,909
scallop,000052.xml,0.10062882,1087,853,1196,910
scallop,000052.xml,0.57562363,1210,978,1265,1033
scallop,000052.xml,0.11648559,1344,584,1405,636
scallop,000052.xml,0.064999826,1370,520,1446,577
scallop,000052.xml,0.23724823,1131,848,1189,905
scallop,000052.xml,0.20995821,827,431,889,482
scallop,000052.xml,0.3695587,313,563,452,733
scallop,000052.xml,0.06290211,1009,844,1071,887
scallop,000052.xml,0.116864994,1674,1048,1728,1097
starfish,000052.xml,0.8756998,683,935,776,1015
starfish,000052.xml,0.103845194,339,1252,430,1320
echinus,000749.xml,0.9455801,1253,1402,1344,1476
echinus,000749.xml,0.9829475,747,1678,910,1805
echinus,000749.xml,0.9507568,449,771,555,854
echinus,000749.xml,0.9192302,2073,1788,2176,1888
echinus,000749.xml,0.9462172,1206,1547,1342,1664
echinus,000749.xml,0.9588002,1810,1753,1921,1858
echinus,000749.xml,0.7219709,0,1149,82,1251
echinus,000749.xml,0.33592963,1341,1326,1430,1404
echinus,000749.xml,0.15471762,1152,902,1231,991
echinus,000749.xml,0.4503921,1225,1333,1309,1392
echinus,000749.xml,0.18748517,308,1453,437,1546
echinus,000749.xml,0.34500068,1947,1493,2041,1593
echinus,000749.xml,0.14510421,1198,1079,1287,1147
echinus,000749.xml,0.0842963,1790,1268,1874,1336
echinus,000749.xml,0.1576994,2741,2027,2842,2124
echinus,000749.xml,0.20580147,2482,1896,2635,2011
echinus,000031.xml,0.43919882,1224,337,1293,411
echinus,000031.xml,0.73639125,909,155,988,234
echinus,000031.xml,0.66248846,1128,240,1223,318
echinus,000031.xml,0.6962076,1074,756,1195,894
echinus,000031.xml,0.1331564,792,338,892,441
echinus,000031.xml,0.17452353,1371,111,1433,169
scallop,000031.xml,0.8555076,1159,1332,1219,1401
scallop,000031.xml,0.96462446,1546,1092,1625,1187
scallop,000031.xml,0.07284215,1563,465,1639,544
scallop,000031.xml,0.18465348,1628,862,1714,940
scallop,000031.xml,0.52329105,1230,1287,1309,1368
scallop,000031.xml,0.1748147,1654,925,1721,984
scallop,000031.xml,0.16031502,1295,1360,1392,1451
scallop,000031.xml,0.055146698,966,414,1123,535
scallop,000031.xml,0.2029592,1902,863,1989,956
scallop,000031.xml,0.055483434,1843,1307,1888,1375
scallop,000031.xml,0.4960247,978,416,1061,525
scallop,000031.xml,0.44846928,1716,963,1808,1073
scallop,000031.xml,0.115120195,1046,454,1136,540
scallop,000031.xml,0.09496967,1083,456,1131,528
starfish,000031.xml,0.091049515,1924,1140,1993,1232
starfish,000031.xml,0.9626403,1857,1248,1978,1370
starfish,000031.xml,0.85024065,1792,1354,1927,1483
starfish,000031.xml,0.054586336,1789,1269,1939,1506
echinus,000628.xml,0.9825141,3541,293,3838,598
echinus,000628.xml,0.95747095,2363,2,2598,158
echinus,000628.xml,0.9880207,1974,1041,2345,1381
echinus,000628.xml,0.9673767,1187,468,1377,664
echinus,000628.xml,0.7543411,586,352,778,557
echinus,000628.xml,0.17528354,355,2,533,99
echinus,000470.xml,0.7170265,1192,657,1254,736
echinus,000470.xml,0.9479189,649,881,711,935
echinus,000470.xml,0.7912753,605,863,646,899
echinus,000470.xml,0.9671387,1122,621,1182,677
echinus,000470.xml,0.5831431,948,576,1000,617
echinus,000470.xml,0.84195834,1213,763,1264,822
echinus,000470.xml,0.89727724,703,1045,765,1079
echinus,000470.xml,0.7120835,371,580,430,629
echinus,000470.xml,0.31604028,1429,764,1477,803
echinus,000470.xml,0.21621194,1787,906,1841,949
echinus,000470.xml,0.45726535,876,1020,930,1075
echinus,000470.xml,0.1389937,768,586,807,621
echinus,000470.xml,0.0793054,305,516,347,547
echinus,000470.xml,0.24693622,1193,655,1241,706
echinus,000470.xml,0.08961467,1208,687,1254,734
starfish,000470.xml,0.14569911,913,1008,1032,1079
holothurian,000050.xml,0.4261548,961,651,1328,849
holothurian,000050.xml,0.10568041,811,827,1041,975
holothurian,000050.xml,0.3214545,1925,1224,2290,1438
holothurian,000050.xml,0.17779745,303,424,692,650
holothurian,000050.xml,0.36004257,398,1261,731,1430
echinus,000050.xml,0.105271146,287,18,551,294
scallop,000050.xml,0.12510948,1280,522,1342,586
scallop,000050.xml,0.36594793,291,513,403,654
scallop,000050.xml,0.054690007,400,1153,470,1262
scallop,000050.xml,0.06821427,1418,497,1516,651
echinus,000255.xml,0.9951534,2130,1512,2332,1699
echinus,000255.xml,0.9914341,1987,1681,2316,1937
echinus,000255.xml,0.9161857,1898,999,2058,1123
echinus,000255.xml,0.8687389,2705,458,2840,581
echinus,000255.xml,0.9330765,3529,1591,3757,1799
echinus,000255.xml,0.42490277,2895,1299,3074,1453
echinus,000255.xml,0.091719076,2801,408,2904,487
scallop,000255.xml,0.57959765,0,1763,151,2017
echinus,000135.xml,0.97267973,1678,1534,2248,2158
holothurian,000007.xml,0.97172576,1528,339,1670,424
holothurian,000007.xml,0.57328284,1016,0,1127,194
holothurian,000007.xml,0.73969126,714,661,818,723
holothurian,000007.xml,0.7144107,736,994,812,1079
holothurian,000007.xml,0.6744887,692,353,891,457
echinus,000007.xml,0.9906799,924,948,1043,1079
echinus,000007.xml,0.3149181,1102,348,1168,451
starfish,000007.xml,0.9194986,1050,374,1127,477
starfish,000007.xml,0.07960132,1041,358,1173,469
holothurian,000020.xml,0.94853055,524,167,873,431
holothurian,000020.xml,0.9455265,802,679,1227,853
holothurian,000020.xml,0.73768044,1066,0,1300,224
echinus,000020.xml,0.44635427,38,0,143,59
holothurian,000037.xml,0.118689835,460,1035,519,1108
echinus,000037.xml,0.8533264,1628,342,1682,394
echinus,000037.xml,0.40438566,810,708,885,792
echinus,000037.xml,0.20469357,1236,624,1305,687
echinus,000037.xml,0.07833112,545,321,724,484
echinus,000037.xml,0.53101945,1625,417,1683,470
echinus,000037.xml,0.56583667,478,1458,639,1533
echinus,000037.xml,0.14073905,1434,810,1579,940
scallop,000037.xml,0.9917129,1412,1394,1504,1468
scallop,000037.xml,0.9095711,1605,1365,1698,1447
scallop,000037.xml,0.969074,1009,1424,1086,1498
scallop,000037.xml,0.97358114,1086,1425,1163,1490
scallop,000037.xml,0.8279313,1566,1286,1647,1337
scallop,000037.xml,0.4367717,1211,1137,1256,1181
scallop,000037.xml,0.5228428,1395,1201,1491,1286
scallop,000037.xml,0.21224001,1558,1227,1648,1289
scallop,000037.xml,0.054577854,1353,1176,1400,1247
scallop,000037.xml,0.050381493,1767,1290,1843,1351
scallop,000037.xml,0.19200508,2008,1245,2047,1324
scallop,000037.xml,0.103876926,742,896,819,959
scallop,000037.xml,0.24088512,1804,1342,1893,1428
scallop,000037.xml,0.17054695,993,1421,1185,1490
scallop,000037.xml,0.15990975,1314,1025,1367,1071
starfish,000037.xml,0.103490345,968,768,1034,819
starfish,000037.xml,0.19732636,490,948,640,1088
echinus,000682.xml,0.9913948,2876,1509,3063,1695
echinus,000682.xml,0.8726532,3510,665,3660,801
echinus,000682.xml,0.15480219,3686,928,3830,1080
scallop,000682.xml,0.43115768,3380,1772,3644,1929
echinus,000531.xml,0.27873847,1467,1958,1545,2033
echinus,000508.xml,0.9863811,621,1687,966,2085
echinus,000508.xml,0.99013454,1058,1270,1439,1609
echinus,000508.xml,0.8962913,1018,430,1206,579
echinus,000508.xml,0.9222233,3055,1666,3308,1897
scallop,000508.xml,0.081970245,2006,47,2134,138
echinus,000127.xml,0.96515757,233,1102,541,1485
echinus,000127.xml,0.9810946,1243,538,1456,732
starfish,000127.xml,0.12884867,1973,1047,2184,1193
scallop,000261.xml,0.9983961,2662,1171,3035,1434
scallop,000261.xml,0.9952147,2188,338,2345,456
scallop,000261.xml,0.9961488,2290,978,2474,1142
scallop,000261.xml,0.993926,979,1207,1292,1422
scallop,000261.xml,0.9561596,571,1178,783,1364
scallop,000261.xml,0.12723747,2159,2068,2425,2157
scallop,000261.xml,0.9961266,2867,805,3124,962
scallop,000261.xml,0.9925735,1986,359,2171,452
scallop,000261.xml,0.077372365,862,1283,927,1341
scallop,000261.xml,0.12624186,1825,187,1952,267
scallop,000261.xml,0.05271522,1465,514,1587,598
scallop,000261.xml,0.27981156,2156,995,2299,1074
scallop,000261.xml,0.08430824,1841,712,1968,814
scallop,000261.xml,0.15511534,91,953,239,1093
scallop,000261.xml,0.05443366,3244,1307,3390,1422
scallop,000261.xml,0.07181671,3178,287,3321,366
scallop,000261.xml,0.06999194,2175,929,2314,1081
starfish,000261.xml,0.99438196,1265,730,1663,949
starfish,000261.xml,0.98902285,1604,527,1994,715
starfish,000261.xml,0.16027299,2151,2068,2419,2157
holothurian,000015.xml,0.9695156,698,82,844,141
holothurian,000015.xml,0.9592122,765,409,886,605
holothurian,000015.xml,0.9816434,970,451,1204,549
holothurian,000015.xml,0.9821845,390,513,535,762
scallop,000015.xml,0.91101146,590,674,671,748
scallop,000015.xml,0.080064595,687,0,752,16
scallop,000015.xml,0.07793229,1287,509,1350,562
holothurian,000082.xml,0.9895583,580,1230,1675,2050
echinus,000082.xml,0.12652612,2617,904,2739,994
scallop,000339.xml,0.997068,1578,1745,1900,2119
scallop,000339.xml,0.99109894,119,1390,404,1675
scallop,000339.xml,0.99323,786,393,952,527
scallop,000339.xml,0.99306935,1152,893,1336,1051
scallop,000339.xml,0.9951682,1793,1221,2093,1495
scallop,000339.xml,0.9872967,2289,397,2483,554
scallop,000339.xml,0.9964199,2514,1600,2866,1931
scallop,000339.xml,0.95316434,979,1059,1146,1247
scallop,000339.xml,0.9960133,1258,1462,1593,1767
scallop,000339.xml,0.98000664,1618,1215,1808,1412
scallop,000339.xml,0.99469924,2112,1446,2425,1807
scallop,000339.xml,0.9971595,2405,790,2681,1011
scallop,000339.xml,0.9166837,1784,1475,2069,1730
scallop,000339.xml,0.98533857,1031,1198,1216,1383
scallop,000339.xml,0.9917378,1337,1137,1591,1386
scallop,000339.xml,0.953304,1436,601,1624,740
scallop,000339.xml,0.98651946,2868,1922,3123,2155
scallop,000339.xml,0.88252884,2857,346,3036,498
scallop,000339.xml,0.9887993,2920,1170,3166,1437
scallop,000339.xml,0.9699477,1668,856,1871,1000
scallop,000339.xml,0.9320148,1804,384,1992,563
scallop,000339.xml,0.97815084,1528,998,1771,1197
scallop,000339.xml,0.19996537,1100,105,1255,212
scallop,000339.xml,0.9799201,368,543,551,731
scallop,000339.xml,0.52819645,2147,1800,2260,1916
scallop,000339.xml,0.11605555,3170,1580,3367,1742
scallop,000339.xml,0.9586989,940,456,1141,617
scallop,000339.xml,0.3212802,0,1547,132,1722
scallop,000339.xml,0.1326377,3603,742,3838,974
scallop,000339.xml,0.9904317,3205,1208,3487,1486
scallop,000339.xml,0.55999297,1488,2,1651,102
scallop,000339.xml,0.08466598,1247,755,1399,898
scallop,000339.xml,0.108197145,400,437,553,556
scallop,000339.xml,0.2875279,1657,7,1817,98
scallop,000339.xml,0.9154656,974,181,1076,300
scallop,000339.xml,0.064101115,1235,35,1373,149
scallop,000339.xml,0.9854093,787,1038,1027,1236
scallop,000339.xml,0.109530896,2396,553,2584,709
scallop,000339.xml,0.057133052,987,1037,1187,1393
scallop,000339.xml,0.178815,2169,450,2300,544
scallop,000339.xml,0.64649177,2746,1856,2908,2020
scallop,000339.xml,0.9864914,2113,515,2333,680
scallop,000339.xml,0.5946046,2022,232,2171,369
scallop,000339.xml,0.24887274,3664,343,3838,560
scallop,000339.xml,0.3167981,3168,1936,3393,2118
scallop,000339.xml,0.8724265,1184,260,1339,409
scallop,000339.xml,0.087310754,57,1164,239,1382
scallop,000339.xml,0.13404663,3522,1694,3791,1947
scallop,000339.xml,0.36247957,507,1388,751,1550
scallop,000339.xml,0.0843015,3258,2081,3373,2156
scallop,000339.xml,0.05389163,1446,4,1867,98
scallop,000339.xml,0.33950388,265,951,446,1097
scallop,000339.xml,0.32521695,1782,1161,2085,1763
scallop,000339.xml,0.17792515,1562,721,1667,822
starfish,000339.xml,0.9952305,3224,192,3676,535
starfish,000339.xml,0.98350835,2062,1,2415,160
holothurian,000188.xml,0.9807191,1779,952,2398,1206
holothurian,000188.xml,0.9665012,492,636,1202,1289
echinus,000188.xml,0.25035277,1337,578,1663,827
scallop,000188.xml,0.4321458,860,1553,1252,1871
holothurian,000576.xml,0.10345451,2792,1450,2961,1539
scallop,000576.xml,0.7283247,812,1821,893,1895
scallop,000576.xml,0.12456561,131,1172,254,1265
scallop,000383.xml,0.9863927,1687,1198,1815,1312
scallop,000383.xml,0.29324463,1490,1022,1608,1114
scallop,000383.xml,0.31784835,105,1374,229,1482
scallop,000383.xml,0.055047195,2455,1518,2605,1663
scallop,000383.xml,0.11093255,1650,1497,1777,1625
scallop,000383.xml,0.25539258,1851,1379,1992,1501
starfish,000383.xml,0.6831104,166,831,350,970
starfish,000383.xml,0.73722816,456,1314,616,1459
echinus,000763.xml,0.9726643,1055,1794,1199,1949
echinus,000763.xml,0.97982776,3540,161,3822,409
echinus,000763.xml,0.98024726,3187,607,3412,814
echinus,000763.xml,0.9542229,3224,95,3436,308
echinus,000763.xml,0.42984885,1429,1865,1573,2024
echinus,000763.xml,0.80292547,2770,1511,2942,1675
echinus,000763.xml,0.6868254,2492,109,2671,282
echinus,000763.xml,0.8386461,1263,930,1380,1055
echinus,000763.xml,0.12165676,2808,6,2965,133
echinus,000763.xml,0.1538154,152,927,240,1007
echinus,000763.xml,0.2994143,1697,602,1796,707
echinus,000763.xml,0.3217349,63,1799,181,1902
echinus,000763.xml,0.571184,2705,119,2853,279
echinus,000763.xml,0.1511613,1197,1618,1283,1701
echinus,000763.xml,0.6364445,2200,176,2353,336
starfish,000763.xml,0.051916502,1427,1863,1573,2025
starfish,000763.xml,0.30092388,69,1999,259,2115
starfish,000763.xml,0.58723515,2922,872,3042,955
echinus,000489.xml,0.99022114,1664,979,1929,1155
echinus,000489.xml,0.93777055,1063,1995,1444,2158
echinus,000489.xml,0.98195744,1069,1026,1312,1246
echinus,000489.xml,0.65413934,262,29,398,145
echinus,000489.xml,0.33019382,910,682,1052,804
echinus,000489.xml,0.24140522,2405,927,2519,1016
echinus,000489.xml,0.24159408,528,176,627,270
scallop,000489.xml,0.5101577,1740,1594,1840,1691
scallop,000489.xml,0.37684047,2145,1820,2286,1960
scallop,000489.xml,0.14450884,1815,1781,1944,1905
echinus,000038.xml,0.83307153,1619,238,1676,296
echinus,000038.xml,0.1676465,1249,81,1313,154
echinus,000038.xml,0.7108492,1605,315,1671,375
echinus,000038.xml,0.21263218,338,864,445,963
echinus,000038.xml,0.07585156,1309,359,1396,448
echinus,000038.xml,0.25071815,1318,432,1393,501
echinus,000038.xml,0.43835017,419,650,538,765
echinus,000038.xml,0.1093988,1135,471,1208,537
echinus,000038.xml,0.2342395,1012,1068,1105,1151
echinus,000038.xml,0.09494872,445,944,500,1007
echinus,000038.xml,0.13655308,941,994,1109,1152
scallop,000038.xml,0.96259356,1352,1455,1429,1532
scallop,000038.xml,0.96883684,1422,1335,1513,1415
scallop,000038.xml,0.05771118,1793,1266,1885,1337
scallop,000038.xml,0.18276578,1595,1268,1687,1350
scallop,000038.xml,0.40155587,1613,1146,1703,1217
starfish,000038.xml,0.14686461,142,1488,245,1535
starfish,000038.xml,0.6583409,460,846,635,996
echinus,000786.xml,0.975315,1871,1610,1984,1740
echinus,000786.xml,0.9405319,1778,1479,1866,1586
echinus,000786.xml,0.94064647,1769,1739,1876,1866
echinus,000786.xml,0.9051553,1905,1455,1995,1560
echinus,000786.xml,0.6688746,1775,1050,1866,1161
echinus,000786.xml,0.096969336,1385,1780,1466,1871
echinus,000786.xml,0.8483995,1806,733,1912,850
echinus,000786.xml,0.092034824,2604,599,2783,779
starfish,000786.xml,0.9946057,3542,1160,3838,1454
starfish,000786.xml,0.9973851,3160,1719,3408,1946
starfish,000786.xml,0.9771842,3429,1130,3595,1262
starfish,000786.xml,0.9141887,3021,1053,3160,1185
starfish,000786.xml,0.53102314,1861,296,1960,406
starfish,000786.xml,0.9924899,3293,863,3569,1115
holothurian,000477.xml,0.98191136,170,120,286,205
scallop,000477.xml,0.05688974,420,67,431,76
scallop,000477.xml,0.1516326,481,178,532,211
holothurian,000708.xml,0.10703767,2318,1996,2412,2088
echinus,000708.xml,0.97125727,79,394,275,586
echinus,000708.xml,0.9831697,1394,1281,1587,1479
echinus,000708.xml,0.7568975,2404,185,2515,307
echinus,000708.xml,0.51574975,2253,0,2376,83
echinus,000708.xml,0.44393048,1202,2083,1368,2155
echinus,000708.xml,0.18694071,2715,0,2858,62
echinus,000708.xml,0.5617791,3608,1161,3809,1377
echinus,000708.xml,0.117059544,10,1036,153,1162
echinus,000708.xml,0.07413598,2314,1995,2413,2088
starfish,000708.xml,0.96376735,3223,1607,3399,1754
starfish,000708.xml,0.92530876,3011,1295,3160,1405
starfish,000708.xml,0.9877659,910,1403,1159,1600
starfish,000708.xml,0.7163367,3514,397,3682,538
starfish,000708.xml,0.82345307,320,1225,501,1381
scallop,000317.xml,0.95927393,1518,1999,1697,2157
scallop,000317.xml,0.78447896,145,1657,319,1798
scallop,000317.xml,0.7180028,2712,1230,2850,1358
scallop,000317.xml,0.78100437,2351,1555,2491,1680
scallop,000317.xml,0.91948605,1797,1819,1922,1911
scallop,000317.xml,0.4024375,3191,1381,3371,1528
scallop,000317.xml,0.28939313,3442,1372,3616,1519
scallop,000317.xml,0.16431287,2980,1032,3139,1130
scallop,000317.xml,0.13724844,2807,816,2943,918
scallop,000317.xml,0.3151328,2224,1968,2410,2139
scallop,000317.xml,0.06523532,1587,1338,1880,1544
scallop,000317.xml,0.07176153,2599,920,2765,1050
scallop,000317.xml,0.31338614,1410,1318,1538,1433
scallop,000317.xml,0.83760464,2091,1678,2326,1880
scallop,000317.xml,0.06627374,1702,1989,1831,2158
scallop,000317.xml,0.22024205,3098,1106,3247,1214
scallop,000317.xml,0.1558417,1330,1552,1489,1675
